Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status,Collection
joya-essential-kickboks-bokshandschoenen-zwart-roze,,,,,,,,12 oz,ESSENTIAL-BG-BK-PK-12oz,,shopify,12,deny,manual,54.95,,TRUE,TRUE,,,,,,,,
joya-essential-kickboks-bokshandschoenen-zwart-roze,,,,,,,,14 oz,ESSENTIAL-BG-BK-PK-14oz,,shopify,12,deny,manual,54.95,,TRUE,TRUE,,,,,,,,
joya-essential-kickboks-bokshandschoenen-zwart-roze,,,,,,,,16 oz,ESSENTIAL-BG-BK-PK-16oz,,shopify,12,deny,manual,54.95,,TRUE,TRUE,,,,,,,,
joya-essential-kickboks-bokshandschoenen-zwart-roze,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/06/Joya-Bokshandschoenen-Essential-Zwart-Roze.jpg,2,,,,,
joya-essential-kickboks-bokshandschoenen-zwart-goud,JOYA ESSENTIAL KICKBOKS BOKSHANDSCHOENEN – ZWART GOUD,<p>JOYA ESSENTIAL KICKBOKS BOKSHANDSCHOENEN &#8211; ZWART GOUD</p>,Joya,Kickbokshandschoenen Kunststof,"Kickbokshandschoenen Kunststof, Joya, Handschoenen",TRUE,Maat,10 oz,ESSENTIAL-BG-BK-GD-10oz,,shopify,12,deny,manual,54.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2024/06/Joya-Bokshandschoenen-Essential-Zwart-GOUD.jpg,1,JOYA ESSENTIAL KICKBOKS BOKSHANDSCHOENEN – ZWART GOUD,FALSE,JOYA ESSENTIAL KICKBOKS BOKSHANDSCHOENEN – ZWART GOUD,JOYA ESSENTIAL KICKBOKS BOKSHANDSCHOENEN – ZWART GOUD,active,Handschoenen
joya-essential-kickboks-bokshandschoenen-zwart-goud,,,,,,,,12 oz,ESSENTIAL-BG-BK-GD-12oz,,shopify,12,deny,manual,54.95,,TRUE,TRUE,,,,,,,,
joya-essential-kickboks-bokshandschoenen-zwart-goud,,,,,,,,14 oz,ESSENTIAL-BG-BK-GD-14oz,,shopify,12,deny,manual,54.95,,TRUE,TRUE,,,,,,,,
joya-essential-kickboks-bokshandschoenen-zwart-goud,,,,,,,,16 oz,ESSENTIAL-BG-BK-GD-16oz,,shopify,12,deny,manual,54.95,,TRUE,TRUE,,,,,,,,
joya-essential-kickboks-bokshandschoenen-zwart-goud,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/06/Joya-Bokshandschoenen-Essential-Zwart-GOUD-2.jpg,2,,,,,
joya-essential-kickboks-scheenbeschermer-zwart-goud,JOYA ESSENTIAL KICKBOKS SCHEENBESCHERMER- ZWART GOUD,<p>Joya-scheenbeschermers-Essential-Zwart goud</p>,Joya,Kids,"Kids, Joya",TRUE,Maat,L,ESSENTIAL-SG-BK-BK-1-L,,shopify,12,deny,manual,49.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2024/06/Joya-scheenbeschermers-Essential-Zwart-goud.jpg,1,JOYA ESSENTIAL KICKBOKS SCHEENBESCHERMER- ZWART GOUD,FALSE,JOYA ESSENTIAL KICKBOKS SCHEENBESCHERMER- ZWART GOUD,Joya Scheenbeschermer voor de jeugd en volwassen.,active,Kids
joya-essential-kickboks-scheenbeschermer-zwart-goud,,,,,,,,M,ESSENTIAL-SG-BK-BK-1-M,,shopify,12,deny,manual,49.95,,TRUE,TRUE,,,,,,,,
joya-essential-kickboks-scheenbeschermer-zwart-goud,,,,,,,,S,ESSENTIAL-SG-BK-BK-1-S,,shopify,12,deny,manual,49.95,,TRUE,TRUE,,,,,,,,
joya-essential-kickboks-scheenbeschermer-zwart-goud,,,,,,,,XL,ESSENTIAL-SG-BK-BK-1-XL,,shopify,12,deny,manual,49.95,,TRUE,TRUE,,,,,,,,
joya-essential-kickboks-scheenbeschermer-zwart-goud,,,,,,,,XS,ESSENTIAL-SG-BK-BK-1-XS,,shopify,12,deny,manual,49.95,,TRUE,TRUE,,,,,,,,
joya-essential-kickboks-scheenbeschermer-zwart-goud,,,,,,,,XXS,ESSENTIAL-SG-BK-BK-1-XXS,,shopify,12,deny,manual,49.95,,TRUE,TRUE,,,,,,,,
joya-essential-kickboks-scheenbeschermer-zwart-goud,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/06/Joya-scheenbeschermers-Essential-Zwart-goud-2.jpg,2,,,,,
joya-essential-kickboks-scheenbeschermer-zwart,JOYA ESSENTIAL KICKBOKS SCHEENBESCHERMER- ZWART,<p>Joya-scheenbeschermers-Essential-Zwart</p>,Joya,Kids,"Kids, Joya",TRUE,Maat,L,ESSENTIAL-SG-BK-BK-L,,shopify,12,deny,manual,49.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2024/06/Joya-scheenbeschermers-Essential-Zwart.jpg,1,JOYA ESSENTIAL KICKBOKS SCHEENBESCHERMER- ZWART,FALSE,JOYA ESSENTIAL KICKBOKS SCHEENBESCHERMER- ZWART,Joya Scheenbeschermer voor de jeugd en volwassen.,active,Kids
joya-essential-kickboks-scheenbeschermer-zwart,,,,,,,,M,ESSENTIAL-SG-BK-BK-M,,shopify,12,deny,manual,49.95,,TRUE,TRUE,,,,,,,,
joya-essential-kickboks-scheenbeschermer-zwart,,,,,,,,S,ESSENTIAL-SG-BK-BK-S,,shopify,12,deny,manual,49.95,,TRUE,TRUE,,,,,,,,
joya-essential-kickboks-scheenbeschermer-zwart,,,,,,,,XL,ESSENTIAL-SG-BK-BK-XL,,shopify,12,deny,manual,49.95,,TRUE,TRUE,,,,,,,,
joya-essential-kickboks-scheenbeschermer-zwart,,,,,,,,XS,ESSENTIAL-SG-BK-BK-XS,,shopify,12,deny,manual,49.95,,TRUE,TRUE,,,,,,,,
joya-essential-kickboks-scheenbeschermer-zwart,,,,,,,,XXS,ESSENTIAL-SG-BK-BK-XXS,,shopify,12,deny,manual,49.95,,TRUE,TRUE,,,,,,,,
joya-essential-kickboks-scheenbeschermer-zwart,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/06/Joya-scheenbeschermers-Essential-Zwart-2.jpg,2,,,,,
joya-essential-kickboks-scheenbeschermer-zwart-roze,JOYA ESSENTIAL KICKBOKS SCHEENBESCHERMER- ZWART-ROZE,<p>Joya-scheenbeschermers-Essential-Zwart-roze</p>,Joya,Kids,"Kids, Joya",TRUE,Maat,L,ESSENTIAL-SG-BK-PK-L,,shopify,12,deny,manual,49.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2024/06/Joya-scheenbeschermers-Essential-Zwart-roze.jpg,1,JOYA ESSENTIAL KICKBOKS SCHEENBESCHERMER- ZWART-ROZE,FALSE,JOYA ESSENTIAL KICKBOKS SCHEENBESCHERMER- ZWART-ROZE,Joya Scheenbeschermer voor de jeugd en volwassen.,active,Kids
joya-essential-kickboks-scheenbeschermer-zwart-roze,,,,,,,,M,ESSENTIAL-SG-BK-PK-M,,shopify,12,deny,manual,49.95,,TRUE,TRUE,,,,,,,,
joya-essential-kickboks-scheenbeschermer-zwart-roze,,,,,,,,S,ESSENTIAL-SG-BK-PK-S,,shopify,12,deny,manual,49.95,,TRUE,TRUE,,,,,,,,
joya-essential-kickboks-scheenbeschermer-zwart-roze,,,,,,,,XL,ESSENTIAL-SG-BK-PK-XL,,shopify,12,deny,manual,49.95,,TRUE,TRUE,,,,,,,,
joya-essential-kickboks-scheenbeschermer-zwart-roze,,,,,,,,XS,ESSENTIAL-SG-BK-PK-XS,,shopify,12,deny,manual,49.95,,TRUE,TRUE,,,,,,,,
joya-essential-kickboks-scheenbeschermer-zwart-roze,,,,,,,,XXS,ESSENTIAL-SG-BK-PK-XXS,,shopify,12,deny,manual,49.95,,TRUE,TRUE,,,,,,,,
joya-essential-kickboks-scheenbeschermer-zwart-roze,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/06/Joya-scheenbeschermers-Essential-Zwart-roze-2.jpg,2,,,,,
fairtex-syntek-banana-bag-zandzak-hb6-gevuld,Fairtex Syntek™ ” Banana Bag” zandzak  HB6 (gevuld),"<p>De Fairtex Syntek™ &#8221; Banana Bag&#8221; bokszak HB6 is een professionele bokszak en handgemaakt in Thailand. In meerdere kleuren verkrijgbaar.<br />
De bokszak wordt <strong>GEVULD</strong> geleverd.</p>",Fairtex,Bokszakken,"Bokszakken, Uitrusting, Fairtex",TRUE,Title,Default Title,HB6-1,,shopify,12,deny,manual,275.00,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2022/01/Fairtex-Syntek-Banana-Bag-bokszak-HB6.jpg,1,Fairtex Syntek™ ” Banana Bag” zandzak  HB6 (gevuld),FALSE,Fairtex Syntek™ ” Banana Bag” zandzak  HB6 (gevuld),"Fairtex Syntek™ ” Banana Bag” zandzak HB6. (niet voorradig, wel te bestellen)",active,Uitrusting
fairtex-muay-thai-short-superstition-wit,Fairtex Muay Thai Short Superstition wit,<p>Fairtex Muay Thai Short Superstition wit</p>,Fairtex,Broekjes,"Kleding, Broekjes, Fairtex",TRUE,Maat,M,BS0639-1-M,,shopify,12,deny,manual,64.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2024/04/Fairtex-Muay-Thai-Short-Superstition.jpg,1,Fairtex Muay Thai Short Superstition wit,FALSE,Fairtex Muay Thai Short Superstition wit,,active,Kleding
fairtex-muay-thai-short-superstition-wit,,,,,,,,L,BS0639-1-L,,shopify,12,deny,manual,64.95,,TRUE,TRUE,,,,,,,,
fairtex-muay-thai-short-superstition-wit,,,,,,,,XL,BS0639-1-XL,,shopify,12,deny,manual,64.95,,TRUE,TRUE,,,,,,,,
fairtex-muay-thai-short-superstition-wit,,,,,,,,XXL,BS0639-1-XXL,,shopify,12,deny,manual,64.95,,TRUE,TRUE,,,,,,,,
fairtex-muay-thai-short-superstition-wit,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/04/Fairtex-Muay-Thai-Short-Superstition-1.jpg,2,,,,,
fairtex-muay-thai-short-superstition-wit,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/04/Fairtex-Muay-Thai-Short-Superstition-2.jpg,3,,,,,
joya-kickboksbroek-23-zwart-kopie,JOYA ESSENTIAL FIGHTSHORT – ZWART-ZWART,"<p>De Joya ESSENTIAL Fightshort is handgemaakt van hoogwaardige materialen. De short is gesublimeerd met de ESSENTIAL print. Deze JoyaGear fightshort heeft een traditionele tailleband die hem goed rond de heupen houdt, voor totale bewegingsvrijheid. De zijsplitten zorgen voor mobiliteit, behendigheid en flexibiliteit voor je slagen in de ring. De ESSENTIAL Fightshort heeft een uniek, kleurrijk ontwerp met het Joya-logo op de voorkant. Bies aan de randen maken de short compleet’ look en garandeerd grote duurzaamheid in de tijd.</p>",Joya,Broekjes,"Kleding, Broekjes, Joya",TRUE,Maat,XXS,57000-23-black-1-XXS,,shopify,12,deny,manual,39.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2024/04/JOYA-ESSENTIAL-FIGHTSHORT-ZWART-ZWART.jpg,1,JOYA ESSENTIAL FIGHTSHORT – ZWART-ZWART,FALSE,JOYA ESSENTIAL FIGHTSHORT – ZWART-ZWART,100% polyester: voor meer veerkracht en duurzaamheid. Gaaspanelen aan de zijkanten: voor optimale ventilatie. Traditionele Thaise tailleband voor meer ondersteuning en comfort. Zijsplitten speciaal ontworpen om de mobiliteit en flexibiliteit te vergroten. Bies langs randen: voor verbeterde duurzaam,active,Kleding
joya-kickboksbroek-23-zwart-kopie,,,,,,,,XS,57000-23-black-1-XS,,shopify,12,deny,manual,39.95,,TRUE,TRUE,,,,,,,,
joya-kickboksbroek-23-zwart-kopie,,,,,,,,S,57000-23-black-1-S,,shopify,12,deny,manual,39.95,,TRUE,TRUE,,,,,,,,
joya-kickboksbroek-23-zwart-kopie,,,,,,,,M,57000-23-black-1-M,,shopify,12,deny,manual,39.95,,TRUE,TRUE,,,,,,,,
joya-kickboksbroek-23-zwart-kopie,,,,,,,,L,57000-23-black-1-L,,shopify,12,deny,manual,39.95,,TRUE,TRUE,,,,,,,,
joya-kickboksbroek-23-zwart-kopie,,,,,,,,XL,57000-23-black-1-XL,,shopify,12,deny,manual,39.95,,TRUE,TRUE,,,,,,,,
joya-kickboksbroek-23-zwart-kopie,,,,,,,,XXL,57000-23-black-1-XXL,,shopify,12,deny,manual,39.95,,TRUE,TRUE,,,,,,,,
joya-kickboksbroek-23-zwart-kopie,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/04/JOYA-ESSENTIAL-FIGHTSHORT-ZWART-ZWART-1.jpg,2,,,,,
px-bjj-grabn-fight-gi-black,PX BJJ GRAB’N FIGHT GI BLACK,"<p>PX BJJ GRAB&#8217;N FIGHT GI BLACK</p>
<div>Licht, maar stevige BJJ-pak. De jas is gemaakt van scheurbestendig 100% katoen Pearl-Weave stof met een gewicht van 450 gr/m² en heeft versterkingen op alle bijzonder belaste plekken, zoals schouders, borst en jassplitten. De broek, gemaakt van bijzonder scheurbestendige RIPSTOP-stof, is versterkt bij de knieën. Het pak is gemaakt van 100% katoen en is voorgewassen op 40°C, dus na correct wassen op 40°C krimpt het slechts minimaal.</div>",PX,BJJ,"BJJ, PX, Kleding",TRUE,Title,Default Title,,,shopify,12,deny,manual,85.00,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2024/04/PX-BJJ-GRAB-N-FIGHT-BLACK-GI.jpg,1,PX BJJ GRAB’N FIGHT GI BLACK,FALSE,PX BJJ GRAB’N FIGHT GI BLACK,PX BJJ GRAB’N FIGHT GI BLACK,active,Kleding
px-bjj-grabn-fight-gi-black,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/04/PX-BJJ-GRAB-N-FIGHT-BLACK-GI-1.jpg,2,,,,,
px-bjj-grabn-fight-gi-black,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/04/PX-BJJ-GRAB-N-FIGHT-BLACK-GI-2.jpg,3,,,,,
px-bjj-grabn-fight-gi-black,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/04/PX-BJJ-GRAB-N-FIGHT-BLACK-GI-3.jpg,4,,,,,
fairtex-fmv13-maximized-focus-pads-black-red,Fairtex FMV13 Maximized Focus Pads black red,<p>[et_pb_section fb_built=&#8221;1&#8243; theme_builder_area=&#8221;post_content&#8221; _builder_version=&#8221;4.24.2&#8243; _module_preset=&#8221;default&#8221;][/et_pb_section]</p>,Fairtex,trap/stoot kussens,"trap/stoot kussens, Uitrusting, Fairtex",TRUE,Title,Default Title,FTBGV5BWR-1-1,,shopify,12,deny,manual,159.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2024/03/FAIRTEX-FMV13-Focus-Pads.jpg,1,Fairtex FMV13 Maximized Focus Pads black red,FALSE,Fairtex FMV13 Maximized Focus Pads black red,Topkwaliteit Fairtex FMV13 Maximized Focus Pads black red,active,Uitrusting
fairtex-fmv13-maximized-focus-pads-black-red,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/FAIRTEX-FMV13-Focus-Pads-2.jpg,2,,,,,
fairtex-fmv13-maximized-focus-pads-black-red,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/FAIRTEX-FMV13-Focus-Pads-3.jpg,3,,,,,
px-focus-boxing-hand-pads-leather,PX focus boxing hand pads leather,"<p>PX focus boxing hand pads leather</p>
<ul>
<li>zwart</li>
<li>leer</li>
</ul>",PX,trap/stoot kussens,"PX, trap/stoot kussens, Uitrusting",TRUE,Title,Default Title,,,shopify,12,deny,manual,49.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2024/03/PX-focus-pads-leer.jpg,1,PX focus boxing hand pads leather,FALSE,PX focus boxing hand pads leather,PX focus boxing hand pads leather,active,Uitrusting
px-focus-boxing-hand-pads-leather,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/PX-focus-pads-leer-1.jpg,2,,,,,
px-focus-boxing-handpads-leer,PX ROUND COACHING PUNCH SHIELD leather,"<p>PX focus boxing handpads LEER, zwart rood.</p>
<ul>
<li>zwart</li>
<li>leer</li>
<li>40 x 12 cm</li>
</ul>",PX,trap/stoot kussens,"PX, trap/stoot kussens, Uitrusting",TRUE,Title,Default Title,,,shopify,12,deny,manual,59.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2024/03/PX-ROUND-COACHING-PUNCH-SHIELD.jpg,1,PX ROUND COACHING PUNCH SHIELD leather,FALSE,PX ROUND COACHING PUNCH SHIELD leather,PX ROUND COACHING PUNCH SHIELD leather,active,Uitrusting
px-focus-boxing-handpads-leer,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/PX-ROUND-COACHING-PUNCH-SHIELD-2.jpg,2,,,,,
px-focus-boxing-handpads-leer,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/PX-ROUND-COACHING-PUNCH-SHIELD-3.jpg,3,,,,,
px-focus-boxing-handpads-leer,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/PX-ROUND-COACHING-PUNCH-SHIELD-4.jpg,4,,,,,
fairtex-bgv14sb-muay-thai-super-sparring-glovezwart-leer,FAIRTEX BGV14SB Muay Thai Super Sparring Glovezwart leer,<p>Muay Thai FAIRTEX BGV14SB Bokshandschoenen voor sparren en intensieve trainingen.</p>,Fairtex,Kickbokshandschoenen leer,"Handschoenen, Kickbokshandschoenen leer, Fairtex",TRUE,Maat,16 oz,FTBGV5BWR-1-16oz,,shopify,12,deny,manual,114.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2024/03/FAIRTEX-kickbokshandschoenen-BGV14SB.jpg,1,FAIRTEX BGV14SB Muay Thai Super Sparring Glovezwart leer,FALSE,FAIRTEX BGV14SB Muay Thai Super Sparring Glovezwart leer,,active,Handschoenen
fairtex-bgv14sb-muay-thai-super-sparring-glovezwart-leer,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/FAIRTEX-kickbokshandschoenen-BGV14SB-1.jpg,2,,,,,
smai-elite-p85-kickbokshandschoenen-leer,SMAI ELITE P85 KICKBOKSHANDSCHOENEN LEER,"<p>SMAI ELITE P85 KICKBOKSHANDSCHOENEN LEER van top kwaliteit runder leder. Nr 1 merk in Australië.<br />
Voor gevorderd en starters!</p>
<p>Smai bestaat sinds 1985!</p>
<ul>
<li>Rundsleder</li>
</ul>",Smai,Kickbokshandschoenen leer,"Smai, Kickbokshandschoenen leer, Handschoenen",TRUE,Title,Default Title,BPV1-1-1-1-1-1,,shopify,12,deny,manual,109.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2024/03/SMAI-ELITE-P85-BOXING-GLOVES.jpg,1,SMAI ELITE P85 KICKBOKSHANDSCHOENEN LEER,FALSE,SMAI ELITE P85 KICKBOKSHANDSCHOENEN LEER,SMAI ELITE P85 KICKBOKSHANDSCHOENEN LEER,active,Handschoenen
smai-elite-p85-kickbokshandschoenen-leer,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/SMAI-ELITE-P85-BOXING-GLOVES-1.jpg,2,,,,,
smai-elite-p85-kickbokshandschoenen-leer,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/SMAI-ELITE-P85-BOXING-GLOVES-2.jpg,3,,,,,
smai-elite-p85-kickbokshandschoenen-leer,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/SMAI-ELITE-P85-BOXING-GLOVES-3.jpg,4,,,,,
smai-elite-p85-kickbokshandschoenen-leer,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/SMAI-ELITE-P85-BOXING-GLOVES-4.jpg,5,,,,,
smai-elite-p85-thai-pads-leather,SMAI ELITE P85 THAI PADS LEATHER,"<p>SMAI ELITE P85 THAI PADS LEATHER van top kwaliteit runder leder. Nr 1 merk in Australië.<br />
VOOR STOTEN, TRAPPEN EN KNIETJES!</p>
<p>Binnenhandschoen bevat mesh voor beter doorluchten. Smai bestaat sinds 1985!</p>
<ul>
<li>Rundsleder</li>
<li>35 cm (H) x 20 cm-13 cm (B)</li>
<li>Dikte 7 cm</li>
<li>Per paar</li>
</ul>",Smai,trap/stoot kussens,"Smai, trap/stoot kussens, Uitrusting",TRUE,Title,Default Title,BPV1-1-1-1-1,,shopify,12,deny,manual,199.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2024/03/SMAI-ELITE-P85-LEATHER-THAI-PADS.jpg,1,SMAI ELITE P85 THAI PADS LEATHER,FALSE,SMAI ELITE P85 THAI PADS LEATHER,SMAI ELITE P85 THAI PADS LEATHER,active,Uitrusting
smai-elite-p85-thai-pads-leather,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/SMAI-ELITE-P85-LEATHER-THAI-PADS-2.jpg,2,,,,,
smai-elite-p85-thai-pads-leather,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/SMAI-ELITE-P85-LEATHER-THAI-PADS-3.jpg,3,,,,,
smai-elite-p85-thai-pads-leather,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/SMAI-ELITE-P85-LEATHER-THAI-PADS-4.jpg,4,,,,,
smai-focus-boxing-pads-elite-p85,SMAI Focus boxing Pads Elite P85 leder,"<p>SMAI Boxing focus pads van top kwaliteit runder leder. Nr 1 merk in Australië.</p>
<p>Binnenhandschoen bevat mesh voor beter doorluchten. Smai bestaat sinds 1985!</p>
<ul>
<li>Rundsleder</li>
<li>23 cm (H) x 19 cm (B)</li>
<li>Dikte 4,5 cm</li>
<li>One size</li>
</ul>",Smai,trap/stoot kussens,"Smai, trap/stoot kussens, Uitrusting",TRUE,Title,Default Title,BPV1-1-1-1,,shopify,12,deny,manual,99.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2024/03/SMAI-Focus-boxing-Pads-Elite-P85.jpg,1,SMAI Focus boxing Pads Elite P85 leder,FALSE,SMAI Focus boxing Pads Elite P85 leder,SMAI Boxing focus pads van top kwaliteit runder leder. Nr 1 merk in Australië.,active,Uitrusting
smai-focus-boxing-pads-elite-p85,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/SMAI-Focus-boxing-Pads-Elite-P85-2.jpg,2,,,,,
smai-focus-boxing-pads-elite-p85,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/SMAI-Focus-boxing-Pads-Elite-P85-3.jpg,3,,,,,
smai-focus-boxing-pads-elite-p85,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/SMAI-Focus-boxing-Pads-Elite-P85-4.jpg,4,,,,,
tatami-vechtsport-vloer-puzzelmat-4-cm-dik-100x100-cm-zwart-grijs-rood-blauw,Tatami vechtsport vloer Puzzelmat 4 cm dik 100×100 cm – zwart/grijs/rood/blauw,"<p>Tatami / Dojo Puzzelmat 4 cm dik. Zeer geschikt voor sporten als judo.<br />
Kan met beide kleuren gebruikt worden.</p>
<ul>
<li>Sportschool kwaliteit</li>
<li>Afwasbaar</li>
<li>100&#215;100 cm</li>
<li>Geschikt voor verschillende vechtsporten</li>
<li>Ook verkrijgbaar in 4 cm (voor bijvoorbeeld judo)</li>
</ul>
<p>Let op!<br />
Puzzelmatten en bokszakken worden per pallet verstuurd. Daar zitten andere prijzen aan vast. Vraag een offerte aan!</p>
<p>Voor het gebruik, even contact opnemen met ons over correcte manier van leggen en uitpakken!</p>",Fightpro,Sportvloeren,"Fightpro, Uitrusting, Sportvloeren",TRUE,Title,Default Title,168104a-1-1,,shopify,12,deny,manual,69.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2024/03/vechtsport-mat-tatami-puzzle-zwart-rood-100x100x4cm2.jpg,1,Tatami vechtsport vloer Puzzelmat 4 cm dik 100×100 cm – zwart/grijs/rood/blauw,FALSE,Tatami vechtsport vloer Puzzelmat 4 cm dik 100×100 cm – zwart/grijs/rood/blauw,"MEERDERE KLEUREN COMBINATIES MOGELIJK, TOP KWALITEIT PUZZLEMAT.",active,Uitrusting
tatami-vechtsport-vloer-puzzelmat-4-cm-dik-100x100-cm-zwart-grijs-rood-blauw,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/vechtsport-mat-tatami-puzzle-zwart-rood-100x100x4cm.jpg,2,,,,,
tatami-vechtsport-vloer-puzzelmat-4-cm-dik-100x100-cm-zwart-grijs-rood-blauw,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/vechtsport-mat-tatami-puzzle-blauw-rood-100x100x4cm2.jpg,3,,,,,
tatami-vechtsport-vloer-puzzelmat-4-cm-dik-100x100-cm-zwart-grijs-rood-blauw,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/vechtsport-mat-tatami-puzzle-blauw-rood-100x100x4cm.jpg,4,,,,,
px-kickbokshandschoenen-leer-contest,PX KICKBOKSHANDSCHOENEN LEER CONTEST,"<p>PX KICKBOKSHANDSCHOENEN LEER CONTEST<br />
Voor elk niveau kickboksers, zeer goede prijs kwaliteit verhouding.<br />
Gemaakt van rundleder.</p>",PX,Kickbokshandschoenen leer,"PX, Kickbokshandschoenen leer, Handschoenen",TRUE,Title,Default Title,,,shopify,12,deny,manual,84.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2024/03/PX-KICKBOKSHANDSCHOEN-LEER-Contest.jpg,1,PX KICKBOKSHANDSCHOENEN LEER CONTEST,FALSE,PX KICKBOKSHANDSCHOENEN LEER CONTEST,Zeer goede prijs kwaliteit verhouding!,active,Handschoenen
px-kickbokshandschoenen-leer-contest,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/PX-KICKBOKSHANDSCHOEN-LEER-Contest-5.jpg,2,,,,,
px-kickbokshandschoenen-leer-contest,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/PX-KICKBOKSHANDSCHOEN-LEER-Contest-4.jpg,3,,,,,
px-kickbokshandschoenen-leer-contest,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/PX-KICKBOKSHANDSCHOEN-LEER-Contest-3.jpg,4,,,,,
px-kickbokshandschoenen-leer-contest,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2024/03/PX-KICKBOKSHANDSCHOEN-LEER-Contest-2.jpg,5,,,,,
