Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status,Collection
booster-fight-gear-bg-youth-elite-v2-bokshandschoenen-wit-kids,,,,,,,,12 oz,JG-BG-STRIKE-Red-1-1-1-2-2-12oz,,shopify,12,deny,manual,44.95,,TRUE,TRUE,,,,,,,,
booster-fight-gear-bg-youth-elite-v2-bokshandschoenen-wit-kids,,,,,,,,14 oz,JG-BG-STRIKE-Red-1-1-1-2-2-14oz,,shopify,12,deny,manual,44.95,,TRUE,TRUE,,,,,,,,
booster-fight-gear-bg-youth-elite-v2-bokshandschoenen-wit-kids,,,,,,,,16 oz,JG-BG-STRIKE-Red-1-1-1-2-2-16oz,,shopify,12,deny,manual,44.95,,TRUE,TRUE,,,,,,,,
booster-fight-gear-bg-youth-elite-v2-bokshandschoenen-wit-kids,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2025/11/Booster-Youth-Elite-V2-bokshandschoenen-wit2.jpg,2,,,,,
booster-fight-gear-bg-youth-elite-v2-bokshandschoenen-wit-kids,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2025/11/Booster-Youth-Elite-V2-bokshandschoenen-wit3.jpg,3,,,,,
booster-fight-gear-bg-youth-elite-v2-bokshandschoenen-wit-kids,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2025/11/Booster-Youth-Elite-V2-bokshandschoenen-wit4.jpg,4,,,,,
booster-fight-gear-bg-youth-elite-v2-bokshandschoenen-zwart-kids,Booster Fight Gear – BG Youth Elite V2 bokshandschoenen zwart kids,"<p data-start=""123"" data-end=""241""><strong data-start=""123"" data-end=""189"">Booster Fight Gear – BG Youth Elite V2 Bokshandschoenen (Kids)</strong><br data-start=""189"" data-end=""192"" /><em data-start=""192"" data-end=""239"">Professionele bescherming voor jonge vechters</em></p>
<p data-start=""243"" data-end=""461"">De BG Youth Elite V2 is speciaal ontworpen voor kinderen die serieus willen trainen. Deze handschoenen combineren ultieme bescherming, comfort en stijl zodat jonge atleten veilig hun volle potentieel kunnen bereiken.</p>
<p data-start=""463"" data-end=""493""><strong data-start=""463"" data-end=""491"">Belangrijkste kenmerken:</strong></p>
<ul data-start=""494"" data-end=""1072"">
<li data-start=""494"" data-end=""608"">
<p data-start=""496"" data-end=""608""><strong data-start=""496"" data-end=""522"">Injected Mold Padding:</strong> uitzonderlijke schokabsorptie, beschermt jonge handen tijdens training en sparring.</p>
</li>
<li data-start=""609"" data-end=""702"">
<p data-start=""611"" data-end=""702""><strong data-start=""611"" data-end=""650"">Ergonomische pasvorm voor kinderen:</strong> veilig en comfortabel, afgestemd op kinderhanden.</p>
</li>
<li data-start=""703"" data-end=""774"">
<p data-start=""705"" data-end=""774""><strong data-start=""705"" data-end=""735"">Duurzaam synthetisch leer:</strong> bestand tegen intensieve trainingen.</p>
</li>
<li data-start=""775"" data-end=""874"">
<p data-start=""777"" data-end=""874""><strong data-start=""777"" data-end=""818"">Aangehechte duim &amp; extra polsvulling:</strong> vermindert blessures en ondersteunt de vuist en pols.</p>
</li>
<li data-start=""875"" data-end=""962"">
<p data-start=""877"" data-end=""962""><strong data-start=""877"" data-end=""908"">Klittenbandsluiting rondom:</strong> eenvoudig aanpasbaar voor een persoonlijke pasvorm.</p>
</li>
<li data-start=""963"" data-end=""1072"">
<p data-start=""965"" data-end=""1072""><strong data-start=""965"" data-end=""990"">Strak, modern design:</strong> subtiele glanzende patronen en Booster-logo voor een professionele uitstraling.</p>
</li>
</ul>
<p data-start=""1074"" data-end=""1178"">Perfect voor jonge atleten die willen trainen zoals de groten, met maximale bescherming en comfort.</p>",Booster,Kids,"Kids, Booster",TRUE,Maat,10 oz,JG-BG-STRIKE-Red-1-1-1-2-1-2-10oz,,shopify,12,deny,manual,44.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2025/11/Booster-Youth-Elite-V2-bokshandschoenen-zwart.jpg,1,Booster Fight Gear – BG Youth Elite V2 bokshandschoenen zwart kids,FALSE,Booster Fight Gear – BG Youth Elite V2 bokshandschoenen zwart kids,Booster BGL Elite kids,active,Kids
booster-fight-gear-bg-youth-elite-v2-bokshandschoenen-zwart-kids,,,,,,,,12 oz,JG-BG-STRIKE-Red-1-1-1-2-1-2-12oz,,shopify,12,deny,manual,44.95,,TRUE,TRUE,,,,,,,,
booster-fight-gear-bg-youth-elite-v2-bokshandschoenen-zwart-kids,,,,,,,,14 oz,JG-BG-STRIKE-Red-1-1-1-2-1-2-14oz,,shopify,12,deny,manual,44.95,,TRUE,TRUE,,,,,,,,
booster-fight-gear-bg-youth-elite-v2-bokshandschoenen-zwart-kids,,,,,,,,16 oz,JG-BG-STRIKE-Red-1-1-1-2-1-2-16oz,,shopify,12,deny,manual,44.95,,TRUE,TRUE,,,,,,,,
booster-fight-gear-bg-youth-elite-v2-bokshandschoenen-zwart-kids,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2025/11/Booster-Youth-Elite-V2-bokshandschoenen-zwart2.jpg,2,,,,,
booster-fight-gear-bg-youth-elite-v2-bokshandschoenen-zwart-kids,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2025/11/Booster-Youth-Elite-V2-bokshandschoenen-zwart3.jpg,3,,,,,
booster-fight-gear-bg-youth-elite-v2-bokshandschoenen-zwart-kids,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2025/11/Booster-Youth-Elite-V2-bokshandschoenen-zwart4.jpg,4,,,,,
booster-fight-gear-sg-youth-elite-v2-1-scheenbeschermers-zwart-kids,Booster Fight Gear – SG Youth elite V2.1 scheenbeschermers zwart Kids,"<p data-start=""122"" data-end=""236"">Booster Fight Gear – SG Youth elite V2.1 scheenbeschermers zwart Kids</p>",Booster,Scheenbeschermers,"Bescherming, Scheenbeschermers, Booster",TRUE,Maat,10 oz,JG-BG-STRIKE-Red-1-1-1-2-1-1-2-10oz,,shopify,12,deny,manual,54.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2025/11/booster-scheenbeschermers-eliteV2-zwart.jpg,1,Booster Fight Gear – SG Youth elite V2.1 scheenbeschermers zwart Kids,FALSE,Booster Fight Gear – SG Youth elite V2.1 scheenbeschermers zwart Kids,Booster Fight Gear – SG Youth elite V2.1 scheenbeschermers zwart Kids,active,Bescherming
booster-fight-gear-sg-youth-elite-v2-1-scheenbeschermers-zwart-kids,,,,,,,,12 oz,JG-BG-STRIKE-Red-1-1-1-2-1-1-2-12oz,,shopify,12,deny,manual,54.95,,TRUE,TRUE,,,,,,,,
booster-fight-gear-sg-youth-elite-v2-1-scheenbeschermers-zwart-kids,,,,,,,,14 oz,JG-BG-STRIKE-Red-1-1-1-2-1-1-2-14oz,,shopify,12,deny,manual,54.95,,TRUE,TRUE,,,,,,,,
booster-fight-gear-sg-youth-elite-v2-1-scheenbeschermers-zwart-kids,,,,,,,,16 oz,JG-BG-STRIKE-Red-1-1-1-2-1-1-2-16oz,,shopify,12,deny,manual,54.95,,TRUE,TRUE,,,,,,,,
booster-fight-gear-sg-youth-elite-v2-1-scheenbeschermers-wit-kids,Booster Fight Gear – SG Youth elite V2.1 scheenbeschermers WIT Kids,<p>Booster Fight Gear – SG Youth elite V2.1 scheenbeschermers zwart Kids</p>,Booster,Scheenbeschermers,"Bescherming, Scheenbeschermers, Booster",TRUE,Maat,10 oz,JG-BG-STRIKE-Red-1-1-1-2-1-1-1-1-10oz,,shopify,12,deny,manual,54.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2025/11/booster-scheenbeschermers-eliteV2-wit.jpg,1,Booster Fight Gear – SG Youth elite V2.1 scheenbeschermers WIT Kids,FALSE,Booster Fight Gear – SG Youth elite V2.1 scheenbeschermers WIT Kids,Booster Fight Gear – SG Youth elite V2.1 scheenbeschermers zwart Kids,active,Bescherming
booster-fight-gear-sg-youth-elite-v2-1-scheenbeschermers-wit-kids,,,,,,,,12 oz,JG-BG-STRIKE-Red-1-1-1-2-1-1-1-1-12oz,,shopify,12,deny,manual,54.95,,TRUE,TRUE,,,,,,,,
booster-fight-gear-sg-youth-elite-v2-1-scheenbeschermers-wit-kids,,,,,,,,14 oz,JG-BG-STRIKE-Red-1-1-1-2-1-1-1-1-14oz,,shopify,12,deny,manual,54.95,,TRUE,TRUE,,,,,,,,
booster-fight-gear-sg-youth-elite-v2-1-scheenbeschermers-wit-kids,,,,,,,,16 oz,JG-BG-STRIKE-Red-1-1-1-2-1-1-1-1-16oz,,shopify,12,deny,manual,54.95,,TRUE,TRUE,,,,,,,,
booster-fight-gear-bangkok-series-2-scheenbeschermers-wit,Booster Fight Gear – Bangkok Series 2 scheenbeschermers wit,"<p data-start=""122"" data-end=""236""><strong data-start=""122"" data-end=""184"">Booster Fight Gear – Bangkok Series 2 SG Scheenbeschermers</strong><br data-start=""184"" data-end=""187"" /><em data-start=""187"" data-end=""234"">Traditionele Thaise stijl, moderne prestaties</em></p>
<p data-start=""238"" data-end=""434"">Train veilig en stijlvol met de Bangkok Series scheenbeschermers van Booster Fight Gear. Geïnspireerd op Muay Thai en ontworpen voor full-contact vechtsporten zoals kickboksen, Muay Thai en MMA.</p>
<p data-start=""436"" data-end=""466""><strong data-start=""436"" data-end=""464"">Belangrijkste kenmerken:</strong></p>
<ul data-start=""467"" data-end=""975"">
<li data-start=""467"" data-end=""558"">
<p data-start=""469"" data-end=""558""><strong data-start=""469"" data-end=""503"">Meerlaagse traagschuimvulling:</strong> optimale bescherming voor scheenbeen, enkel en voet.</p>
</li>
<li data-start=""559"" data-end=""647"">
<p data-start=""561"" data-end=""647""><strong data-start=""561"" data-end=""589"">Lichtgewicht &amp; wendbaar:</strong> maximale mobiliteit zonder in te leveren op veiligheid.</p>
</li>
<li data-start=""648"" data-end=""765"">
<p data-start=""650"" data-end=""765""><strong data-start=""650"" data-end=""673"">Secure Fit-systeem:</strong> twee klittenbandsluitingen, extra onderband en elastische voetband voor perfecte pasvorm.</p>
</li>
<li data-start=""766"" data-end=""866"">
<p data-start=""768"" data-end=""866""><strong data-start=""768"" data-end=""798"">Duurzaam synthetisch leer:</strong> bestand tegen intensieve trainingen en eenvoudig schoon te maken.</p>
</li>
<li data-start=""867"" data-end=""975"">
<p data-start=""869"" data-end=""975""><strong data-start=""869"" data-end=""919"">Thais geïnspireerd design &amp; opvallend artwork:</strong> combineert traditionele stijl met moderne prestaties.</p>
</li>
</ul>",Booster,Scheenbeschermers,"Bescherming, Scheenbeschermers, Booster",TRUE,Maat,10 oz,JG-BG-STRIKE-Red-1-1-1-2-1-1-1-10oz,,shopify,12,deny,manual,74.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2025/11/booster-scheenbeschermers-Bangkok-Series-2-wit.jpg,1,Booster Fight Gear – Bangkok Series 2 scheenbeschermers wit,FALSE,Booster Fight Gear – Bangkok Series 2 scheenbeschermers wit,Booster BGL V9 kickbokshandschoenen BLACK/GREY,active,Bescherming
booster-fight-gear-bangkok-series-2-scheenbeschermers-wit,,,,,,,,12 oz,JG-BG-STRIKE-Red-1-1-1-2-1-1-1-12oz,,shopify,12,deny,manual,74.95,,TRUE,TRUE,,,,,,,,
booster-fight-gear-bangkok-series-2-scheenbeschermers-wit,,,,,,,,14 oz,JG-BG-STRIKE-Red-1-1-1-2-1-1-1-14oz,,shopify,12,deny,manual,74.95,,TRUE,TRUE,,,,,,,,
booster-fight-gear-bangkok-series-2-scheenbeschermers-wit,,,,,,,,16 oz,JG-BG-STRIKE-Red-1-1-1-2-1-1-1-16oz,,shopify,12,deny,manual,74.95,,TRUE,TRUE,,,,,,,,
booster-fight-gear-bangkok-series-2-scheenbeschermers-wit,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2025/11/booster-scheenbeschermers-Bangkok-Series-2-wit-1.jpg,2,,,,,
booster-fight-gear-bangkok-series-5-scheenbeschermers-zwart,Booster Fight Gear – Bangkok Series 5 scheenbeschermers zwart,"<p data-start=""122"" data-end=""236""><strong data-start=""122"" data-end=""184"">Booster Fight Gear – Bangkok Series 5 SG Scheenbeschermers</strong><br data-start=""184"" data-end=""187"" /><em data-start=""187"" data-end=""234"">Traditionele Thaise stijl, moderne prestaties</em></p>
<p data-start=""238"" data-end=""434"">Train veilig en stijlvol met de Bangkok Series scheenbeschermers van Booster Fight Gear. Geïnspireerd op Muay Thai en ontworpen voor full-contact vechtsporten zoals kickboksen, Muay Thai en MMA.</p>
<p data-start=""436"" data-end=""466""><strong data-start=""436"" data-end=""464"">Belangrijkste kenmerken:</strong></p>
<ul data-start=""467"" data-end=""975"">
<li data-start=""467"" data-end=""558"">
<p data-start=""469"" data-end=""558""><strong data-start=""469"" data-end=""503"">Meerlaagse traagschuimvulling:</strong> optimale bescherming voor scheenbeen, enkel en voet.</p>
</li>
<li data-start=""559"" data-end=""647"">
<p data-start=""561"" data-end=""647""><strong data-start=""561"" data-end=""589"">Lichtgewicht &amp; wendbaar:</strong> maximale mobiliteit zonder in te leveren op veiligheid.</p>
</li>
<li data-start=""648"" data-end=""765"">
<p data-start=""650"" data-end=""765""><strong data-start=""650"" data-end=""673"">Secure Fit-systeem:</strong> twee klittenbandsluitingen, extra onderband en elastische voetband voor perfecte pasvorm.</p>
</li>
<li data-start=""766"" data-end=""866"">
<p data-start=""768"" data-end=""866""><strong data-start=""768"" data-end=""798"">Duurzaam synthetisch leer:</strong> bestand tegen intensieve trainingen en eenvoudig schoon te maken.</p>
</li>
<li data-start=""867"" data-end=""975"">
<p data-start=""869"" data-end=""975""><strong data-start=""869"" data-end=""919"">Thais geïnspireerd design &amp; opvallend artwork:</strong> combineert traditionele stijl met moderne prestaties.</p>
</li>
</ul>",Booster,Scheenbeschermers,"Bescherming, Scheenbeschermers, Booster",TRUE,Maat,10 oz,JG-BG-STRIKE-Red-1-1-1-2-1-1-10oz,,shopify,12,deny,manual,74.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2025/11/booster-scheenbeschermers-Bangkok-Series-5-zwart.jpg,1,Booster Fight Gear – Bangkok Series 5 scheenbeschermers zwart,FALSE,Booster Fight Gear – Bangkok Series 5 scheenbeschermers zwart,Booster BGL V9 kickbokshandschoenen BLACK/GREY,active,Bescherming
booster-fight-gear-bangkok-series-5-scheenbeschermers-zwart,,,,,,,,12 oz,JG-BG-STRIKE-Red-1-1-1-2-1-1-12oz,,shopify,12,deny,manual,74.95,,TRUE,TRUE,,,,,,,,
booster-fight-gear-bangkok-series-5-scheenbeschermers-zwart,,,,,,,,14 oz,JG-BG-STRIKE-Red-1-1-1-2-1-1-14oz,,shopify,12,deny,manual,74.95,,TRUE,TRUE,,,,,,,,
booster-fight-gear-bangkok-series-5-scheenbeschermers-zwart,,,,,,,,16 oz,JG-BG-STRIKE-Red-1-1-1-2-1-1-16oz,,shopify,12,deny,manual,74.95,,TRUE,TRUE,,,,,,,,
booster-fight-gear-bangkok-series-5-scheenbeschermers-zwart,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2025/11/booster-scheenbeschermers-Bangkok-Series-5-zwart-1.jpg,2,,,,,
booster-fight-gear-bangkok-series-1-bokshandschoenen-zwart,Booster Fight Gear – Bangkok Series 5 Bokshandschoenen zwart,"<p data-start=""146"" data-end=""244""><strong data-start=""146"" data-end=""202"">Booster Fight Gear – Bangkok Series 5 Bokshandschoenen</strong><br data-start=""202"" data-end=""205"" /><em data-start=""205"" data-end=""242"">Train hard. Presteer beter. Val op.</em></p>
<p data-start=""246"" data-end=""457"">Til je training naar een hoger niveau met de Bangkok Series bokshandschoenen van Booster Fight Gear. Ontworpen voor vechters van alle niveaus, bieden deze handschoenen perfecte pasvorm, comfort en bescherming.</p>
<p data-start=""459"" data-end=""489""><strong data-start=""459"" data-end=""487"">Belangrijkste kenmerken:</strong></p>
<ul data-start=""490"" data-end=""1104"">
<li data-start=""490"" data-end=""577"">
<p data-start=""492"" data-end=""577""><strong data-start=""492"" data-end=""523"">Precieze pasvorm &amp; comfort:</strong> veilig en comfortabel, verbetert je slagprestaties.</p>
</li>
<li data-start=""578"" data-end=""668"">
<p data-start=""580"" data-end=""668""><strong data-start=""580"" data-end=""610"">Duurzaam synthetisch leer:</strong> behoudt vorm en kwaliteit, zelfs bij intensief gebruik.</p>
</li>
<li data-start=""669"" data-end=""759"">
<p data-start=""671"" data-end=""759""><strong data-start=""671"" data-end=""695"">Spuitgegoten schuim:</strong> uitstekende schokabsorptie, beschermt handen tegen blessures.</p>
</li>
<li data-start=""760"" data-end=""815"">
<p data-start=""762"" data-end=""815""><strong data-start=""762"" data-end=""787"">Ventilerende voering:</strong> snel drogend en geurvrij.</p>
</li>
<li data-start=""816"" data-end=""899"">
<p data-start=""818"" data-end=""899""><strong data-start=""818"" data-end=""853"">7 cm brede klittenbandsluiting:</strong> stevige polsondersteuning, geen wegglijden.</p>
</li>
<li data-start=""900"" data-end=""980"">
<p data-start=""902"" data-end=""980""><strong data-start=""902"" data-end=""923"">Opvallend design:</strong> grafische prints en Booster-logo voor een unieke look.</p>
</li>
<li data-start=""981"" data-end=""1045"">
<p data-start=""983"" data-end=""1045""><strong data-start=""983"" data-end=""1014"">Betaalbaar &amp; professioneel:</strong> kwaliteit zonder hoge prijs.</p>
</li>
<li data-start=""1046"" data-end=""1104"">
<p data-start=""1048"" data-end=""1104""><strong data-start=""1048"" data-end=""1069"">Meerdere kleuren:</strong> kies een stijl die bij jou past.</p>
</li>
</ul>",Booster,Kickbokshandschoenen Kunststof,"Kickbokshandschoenen Kunststof, Booster, Handschoenen",TRUE,Maat,10 oz,JG-BG-STRIKE-Red-1-1-1-2-1-10oz,,shopify,12,deny,manual,64.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2025/11/booster-bokshandschoenen-Bangko-Series-5-zwart.jpg,1,Booster Fight Gear – Bangkok Series 5 Bokshandschoenen zwart,FALSE,Booster Fight Gear – Bangkok Series 5 Bokshandschoenen zwart,Booster BGL V9 kickbokshandschoenen BLACK/GREY,active,Handschoenen
booster-fight-gear-bangkok-series-1-bokshandschoenen-zwart,,,,,,,,12 oz,JG-BG-STRIKE-Red-1-1-1-2-1-12oz,,shopify,12,deny,manual,64.95,,TRUE,TRUE,,,,,,,,
booster-fight-gear-bangkok-series-1-bokshandschoenen-zwart,,,,,,,,14 oz,JG-BG-STRIKE-Red-1-1-1-2-1-14oz,,shopify,12,deny,manual,64.95,,TRUE,TRUE,,,,,,,,
booster-fight-gear-bangkok-series-1-bokshandschoenen-zwart,,,,,,,,16 oz,JG-BG-STRIKE-Red-1-1-1-2-1-16oz,,shopify,12,deny,manual,64.95,,TRUE,TRUE,,,,,,,,
booster-fight-gear-bangkok-series-1-bokshandschoenen-zwart,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2025/11/booster-bokshandschoenen-Bangko-Series-5-zwart-1.jpg,2,,,,,
booster-fight-gear-bangkok-series-1-bokshandschoenen-zwart,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2025/11/booster-bokshandschoenen-Bangko-Series-5-zwart-2.jpg,3,,,,,
booster-fight-gear-bangkok-series-1-bokshandschoenen-zwart,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2025/11/booster-bokshandschoenen-Bangko-Series-5-zwart-3.jpg,4,,,,,
booster-fight-gear-bangkok-series-2-bokshandschoenen-wit,Booster Fight Gear – Bangkok Series 2 Bokshandschoenen wit,"<p data-start=""146"" data-end=""244""><strong data-start=""146"" data-end=""202"">Booster Fight Gear – Bangkok Series Bokshandschoenen</strong><br data-start=""202"" data-end=""205"" /><em data-start=""205"" data-end=""242"">Train hard. Presteer beter. Val op.</em></p>
<p data-start=""246"" data-end=""457"">Til je training naar een hoger niveau met de Bangkok Series bokshandschoenen van Booster Fight Gear. Ontworpen voor vechters van alle niveaus, bieden deze handschoenen perfecte pasvorm, comfort en bescherming.</p>
<p data-start=""459"" data-end=""489""><strong data-start=""459"" data-end=""487"">Belangrijkste kenmerken:</strong></p>
<ul data-start=""490"" data-end=""1104"">
<li data-start=""490"" data-end=""577"">
<p data-start=""492"" data-end=""577""><strong data-start=""492"" data-end=""523"">Precieze pasvorm &amp; comfort:</strong> veilig en comfortabel, verbetert je slagprestaties.</p>
</li>
<li data-start=""578"" data-end=""668"">
<p data-start=""580"" data-end=""668""><strong data-start=""580"" data-end=""610"">Duurzaam synthetisch leer:</strong> behoudt vorm en kwaliteit, zelfs bij intensief gebruik.</p>
</li>
<li data-start=""669"" data-end=""759"">
<p data-start=""671"" data-end=""759""><strong data-start=""671"" data-end=""695"">Spuitgegoten schuim:</strong> uitstekende schokabsorptie, beschermt handen tegen blessures.</p>
</li>
<li data-start=""760"" data-end=""815"">
<p data-start=""762"" data-end=""815""><strong data-start=""762"" data-end=""787"">Ventilerende voering:</strong> snel drogend en geurvrij.</p>
</li>
<li data-start=""816"" data-end=""899"">
<p data-start=""818"" data-end=""899""><strong data-start=""818"" data-end=""853"">7 cm brede klittenbandsluiting:</strong> stevige polsondersteuning, geen wegglijden.</p>
</li>
<li data-start=""900"" data-end=""980"">
<p data-start=""902"" data-end=""980""><strong data-start=""902"" data-end=""923"">Opvallend design:</strong> grafische prints en Booster-logo voor een unieke look.</p>
</li>
<li data-start=""981"" data-end=""1045"">
<p data-start=""983"" data-end=""1045""><strong data-start=""983"" data-end=""1014"">Betaalbaar &amp; professioneel:</strong> kwaliteit zonder hoge prijs.</p>
</li>
<li data-start=""1046"" data-end=""1104"">
<p data-start=""1048"" data-end=""1104""><strong data-start=""1048"" data-end=""1069"">Meerdere kleuren:</strong> kies een stijl die bij jou past.</p>
</li>
</ul>",Booster,Kickbokshandschoenen Kunststof,"Kickbokshandschoenen Kunststof, Booster, Handschoenen",TRUE,Maat,10 oz,JG-BG-STRIKE-Red-1-1-1-2-10oz,,shopify,12,deny,manual,64.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2025/11/booster-bokshandschoenen-Bangko-Series-2-wit.jpg,1,Booster Fight Gear – Bangkok Series 2 Bokshandschoenen wit,FALSE,Booster Fight Gear – Bangkok Series 2 Bokshandschoenen wit,Booster BGL V9 kickbokshandschoenen BLACK/GREY,active,Handschoenen
booster-fight-gear-bangkok-series-2-bokshandschoenen-wit,,,,,,,,12 oz,JG-BG-STRIKE-Red-1-1-1-2-12oz,,shopify,12,deny,manual,64.95,,TRUE,TRUE,,,,,,,,
booster-fight-gear-bangkok-series-2-bokshandschoenen-wit,,,,,,,,14 oz,JG-BG-STRIKE-Red-1-1-1-2-14oz,,shopify,12,deny,manual,64.95,,TRUE,TRUE,,,,,,,,
booster-fight-gear-bangkok-series-2-bokshandschoenen-wit,,,,,,,,16 oz,JG-BG-STRIKE-Red-1-1-1-2-16oz,,shopify,12,deny,manual,64.95,,TRUE,TRUE,,,,,,,,
booster-fight-gear-bangkok-series-2-bokshandschoenen-wit,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2025/11/booster-bokshandschoenen-Bangko-Series-2-wit-2.jpg,2,,,,,
booster-fight-gear-bangkok-series-2-bokshandschoenen-wit,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2025/11/booster-bokshandschoenen-Bangko-Series-2-wit-3.jpg,3,,,,,
booster-fight-gear-bangkok-series-2-bokshandschoenen-wit,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2025/11/booster-bokshandschoenen-Bangko-Series-2-wit-4.jpg,4,,,,,
multi-pad-wandtrainer-px-expert,Multi-Pad Wandtrainer PX EXPERT,"<p>Train volledige combinaties: stoten, lowkicks en body strikes. Met 2 stootpads, 2 lowkick-pads en een centraal bodykussen. Compact en multifunctioneel.</p>",PX,Diversen,"PX, Diversen",TRUE,Title,Default Title,FI-ST-ZW-SM-1-1-1,,shopify,12,deny,manual,399.00,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2025/11/expert-px-kicktrainer-wandmontage.jpg,1,Multi-Pad Wandtrainer PX EXPERT,FALSE,Multi-Pad Wandtrainer PX EXPERT,De Multi-Pad Wandtrainer PX EXPERT,active,Diversen
fightpro-sporttas-zwart-large-75x35x35-cm-black-on-black-edition,Fightpro sporttas zwart large 75X35X35 cm Black on Black Edition,"<h3 data-start=""240"" data-end=""295""><strong data-start=""247"" data-end=""293"">FightPro Sporttas – Black on Black Edition</strong></h3>
<p data-start=""296"" data-end=""331""><strong data-start=""296"" data-end=""329"">Sterk. Stijlvol. Functioneel.</strong></p>
<p data-start=""333"" data-end=""538"">De nieuwe <strong data-start=""343"" data-end=""364"">FightPro sporttas</strong> is ontworpen voor echte vechters en sporters die gaan voor kwaliteit. Gemaakt van duurzaam, extra sterk materiaal dat bestand is tegen intensief gebruik — dag in, dag uit.</p>
<p data-start=""333"" data-end=""538"">Met <strong data-start=""544"" data-end=""568"">twee ruime zijvakken</strong> berg je moeiteloos je schone kleding, handdoek of accessoires op. De <strong data-start=""638"" data-end=""657"">drie voorvakken</strong> bieden ruimte voor kleinere essentials zoals je <strong data-start=""706"" data-end=""734"">bidon, bitje of telefoon</strong>, zodat alles overzichtelijk en binnen handbereik blijft.</p>
<p data-start=""795"" data-end=""941"">De subtiele <strong data-start=""807"" data-end=""834"">black-on-black branding</strong> geeft de tas een stoere, professionele uitstraling — perfect voor in de gym, op reis of bij wedstrijden.</p>
<p data-start=""943"" data-end=""976""><strong data-start=""943"" data-end=""974"">Verkrijgbaar in drie maten:</strong></p>
<ul data-start=""977"" data-end=""1058"">
<li data-start=""977"" data-end=""1003"">
<p data-start=""979"" data-end=""1003"">Small: 50 × 30 × 30 cm</p>
</li>
<li data-start=""1004"" data-end=""1031"">
<p data-start=""1006"" data-end=""1031"">Medium: 60 × 30 × 30 cm</p>
</li>
<li data-start=""1032"" data-end=""1058"">
<p data-start=""1034"" data-end=""1058"">Large: 75 × 35 × 35 cm</p>
</li>
</ul>
<p data-start=""1060"" data-end=""1158"">✅ Duurzaam en sterk<br data-start=""1079"" data-end=""1082"" />✅ Slim ingedeelde vakken<br data-start=""1106"" data-end=""1109"" />✅ Stijlvol zwart ontwerp<br data-start=""1133"" data-end=""1136"" />✅ FightPro kwaliteit</p>
<p data-start=""1160"" data-end=""1192""><strong data-start=""1160"" data-end=""1192"">FightPro – Built for battle.</strong></p>",Fightpro,Sport tassen,"Fightpro, Uitrusting, Sport tassen",TRUE,Title,Default Title,FI-ST-ZW-SM-1-1,,shopify,12,deny,manual,59.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2025/11/Fightpro-Sport-Tasche-Schwarz-Large-75x35x35-cm.jpg,1,Fightpro sporttas zwart large 75X35X35 cm Black on Black Edition,FALSE,Fightpro sporttas zwart large 75X35X35 cm Black on Black Edition,,active,Uitrusting
fightpro-sporttas-zwart-large-75x35x35-cm-black-on-black-edition,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2025/11/Fightpro-Sport-Tasche-Schwarz-Large-75x35x35-cm-2.jpg,2,,,,,
fightpro-sporttas-zwart-large-75x35x35-cm-black-on-black-edition,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2025/11/Fightpro-Sport-Tasche-Schwarz-Large-75x35x35-cm-3.jpg,3,,,,,
